1	249250621	599889	0
2	243199373	546871	0
3	198022430	441483	0
4	191154276	389313	0
5	180915260	397060	0
6	171115067	402755	0
7	159138663	392084	0
8	146364022	333141	0
9	141213431	306387	0
10	135534747	361964	0
11	135006516	319165	0
12	133851895	338819	0
13	115169878	199373	0
14	107349540	219717	0
15	102531392	219104	0
16	90354753	256329	0
17	81195210	260979	0
18	78077248	171953	0
19	59128983	228076	0
20	63025520	173073	0
21	48129895	91807	0
22	51304566	122909	0
X	155270560	207386	0
Y	59373566	104624	0
MT	16569	53168	0
GL000207.1	4262	4	0
GL000226.1	15008	4000	0
GL000229.1	19913	152	0
GL000231.1	27386	248	0
GL000210.1	27682	34	0
GL000239.1	33824	274	0
GL000235.1	34474	209	0
GL000201.1	36148	18	0
GL000247.1	36422	132	0
GL000245.1	36651	190	0
GL000197.1	37175	48	0
GL000203.1	37498	54	0
GL000246.1	38154	63	0
GL000249.1	38502	58	0
GL000196.1	38914	87	0
GL000248.1	39786	59	0
GL000244.1	39929	82	0
GL000238.1	39939	34	0
GL000202.1	40103	70	0
GL000234.1	40531	621	0
GL000232.1	40652	555	0
GL000206.1	41001	20	0
GL000240.1	41933	137	0
GL000236.1	41934	115	0
GL000241.1	42152	169	0
GL000243.1	43341	407	0
GL000242.1	43523	117	0
GL000230.1	43691	76	0
GL000237.1	45867	458	0
GL000233.1	45941	128	0
GL000204.1	81310	103	0
GL000198.1	90085	345	0
GL000208.1	92689	350	0
GL000191.1	106433	264	0
GL000227.1	128374	219	0
GL000228.1	129120	3212	0
GL000214.1	137718	1354	0
GL000221.1	155397	787	0
GL000209.1	159169	213	0
GL000218.1	161147	662	0
GL000220.1	161802	12524	0
GL000213.1	164239	137	0
GL000211.1	166566	436	0
GL000199.1	169874	2700	0
GL000217.1	172149	494	0
GL000216.1	172294	5624	0
GL000215.1	172545	148	0
GL000205.1	174588	415	0
GL000219.1	179198	435	0
GL000224.1	179693	909	0
GL000223.1	180455	465	0
GL000195.1	182896	548	0
GL000212.1	186858	551	0
GL000222.1	186861	718	0
GL000200.1	187035	249	0
GL000193.1	189789	654	0
GL000194.1	191469	937	0
GL000225.1	211173	11216	0
GL000192.1	547496	960	0
*	0	0	0
