1	249250621	402873	0
2	243199373	374321	0
3	198022430	299232	0
4	191154276	257241	0
5	180915260	263071	0
6	171115067	259102	0
7	159138663	270790	0
8	146364022	209265	0
9	141213431	205833	0
10	135534747	230370	0
11	135006516	208612	0
12	133851895	224711	0
13	115169878	139310	0
14	107349540	149745	0
15	102531392	150056	0
16	90354753	170968	0
17	81195210	187383	0
18	78077248	115188	0
19	59128983	155627	0
20	63025520	110040	0
21	48129895	57894	0
22	51304566	79984	0
X	155270560	215522	0
Y	59373566	44090	0
MT	16569	8636	0
GL000207.1	4262	2	0
GL000226.1	15008	1229	0
GL000229.1	19913	68	0
GL000231.1	27386	79	0
GL000210.1	27682	25	0
GL000239.1	33824	78	0
GL000235.1	34474	94	0
GL000201.1	36148	26	0
GL000247.1	36422	68	0
GL000245.1	36651	53	0
GL000197.1	37175	59	0
GL000203.1	37498	20	0
GL000246.1	38154	66	0
GL000249.1	38502	36	0
GL000196.1	38914	47	0
GL000248.1	39786	54	0
GL000244.1	39929	52	0
GL000238.1	39939	58	0
GL000202.1	40103	58	0
GL000234.1	40531	103	0
GL000232.1	40652	66	0
GL000206.1	41001	14	0
GL000240.1	41933	69	0
GL000236.1	41934	52	0
GL000241.1	42152	64	0
GL000243.1	43341	104	0
GL000242.1	43523	102	0
GL000230.1	43691	49	0
GL000237.1	45867	162	0
GL000233.1	45941	35	0
GL000204.1	81310	66	0
GL000198.1	90085	210	0
GL000208.1	92689	159	0
GL000191.1	106433	284	0
GL000227.1	128374	134	0
GL000228.1	129120	2001	0
GL000214.1	137718	419	0
GL000221.1	155397	263	0
GL000209.1	159169	70	0
GL000218.1	161147	371	0
GL000220.1	161802	3979	0
GL000213.1	164239	137	0
GL000211.1	166566	208	0
GL000199.1	169874	1453	0
GL000217.1	172149	144	0
GL000216.1	172294	1629	0
GL000215.1	172545	142	0
GL000205.1	174588	195	0
GL000219.1	179198	212	0
GL000224.1	179693	385	0
GL000223.1	180455	400	0
GL000195.1	182896	164	0
GL000212.1	186858	307	0
GL000222.1	186861	385	0
GL000200.1	187035	227	0
GL000193.1	189789	396	0
GL000194.1	191469	377	0
GL000225.1	211173	1883	0
GL000192.1	547496	555	0
*	0	0	0
