1	249250621	2508121	0
2	243199373	2388450	0
3	198022430	1881076	0
4	191154276	1647098	0
5	180915260	1709863	0
6	171115067	1759249	0
7	159138663	1622530	0
8	146364022	1486835	0
9	141213431	1300966	0
10	135534747	1613490	0
11	135006516	1418188	0
12	133851895	1380667	0
13	115169878	856286	0
14	107349540	926439	0
15	102531392	930606	0
16	90354753	1093459	0
17	81195210	1035966	0
18	78077248	768914	0
19	59128983	851693	0
20	63025520	782201	0
21	48129895	398957	0
22	51304566	547901	0
X	155270560	767301	0
Y	59373566	420936	0
MT	16569	9903	0
GL000207.1	4262	28	0
GL000226.1	15008	33776	0
GL000229.1	19913	634	0
GL000231.1	27386	952	0
GL000210.1	27682	111	0
GL000239.1	33824	767	0
GL000235.1	34474	809	0
GL000201.1	36148	104	0
GL000247.1	36422	532	0
GL000245.1	36651	510	0
GL000197.1	37175	162	0
GL000203.1	37498	178	0
GL000246.1	38154	183	0
GL000249.1	38502	145	0
GL000196.1	38914	196	0
GL000248.1	39786	167	0
GL000244.1	39929	350	0
GL000238.1	39939	166	0
GL000202.1	40103	270	0
GL000234.1	40531	3484	0
GL000232.1	40652	2500	0
GL000206.1	41001	113	0
GL000240.1	41933	591	0
GL000236.1	41934	332	0
GL000241.1	42152	865	0
GL000243.1	43341	1607	0
GL000242.1	43523	290	0
GL000230.1	43691	475	0
GL000237.1	45867	1329	0
GL000233.1	45941	605	0
GL000204.1	81310	454	0
GL000198.1	90085	1531	0
GL000208.1	92689	3555	0
GL000191.1	106433	659	0
GL000227.1	128374	674	0
GL000228.1	129120	11268	0
GL000214.1	137718	9945	0
GL000221.1	155397	2442	0
GL000209.1	159169	581	0
GL000218.1	161147	2589	0
GL000220.1	161802	59523	0
GL000213.1	164239	532	0
GL000211.1	166566	1699	0
GL000199.1	169874	41598	0
GL000217.1	172149	1661	0
GL000216.1	172294	22941	0
GL000215.1	172545	531	0
GL000205.1	174588	2919	0
GL000219.1	179198	2568	0
GL000224.1	179693	7681	0
GL000223.1	180455	1105	0
GL000195.1	182896	3178	0
GL000212.1	186858	2872	0
GL000222.1	186861	2831	0
GL000200.1	187035	649	0
GL000193.1	189789	2848	0
GL000194.1	191469	3510	0
GL000225.1	211173	39767	0
GL000192.1	547496	3588	0
*	0	0	0
