1	249250621	244262	0
2	243199373	215414	0
3	198022430	171635	0
4	191154276	144968	0
5	180915260	155214	0
6	171115067	151648	0
7	159138663	152025	0
8	146364022	126480	0
9	141213431	118767	0
10	135534747	135034	0
11	135006516	124060	0
12	133851895	129745	0
13	115169878	79256	0
14	107349540	85847	0
15	102531392	86387	0
16	90354753	98342	0
17	81195210	103245	0
18	78077248	68491	0
19	59128983	84498	0
20	63025520	68581	0
21	48129895	35400	0
22	51304566	48261	0
X	155270560	130310	0
Y	59373566	10185	0
MT	16569	127016	0
GL000207.1	4262	1	0
GL000226.1	15008	343	0
GL000229.1	19913	64	0
GL000231.1	27386	67	0
GL000210.1	27682	8	0
GL000239.1	33824	51	0
GL000235.1	34474	37	0
GL000201.1	36148	15	0
GL000247.1	36422	30	0
GL000245.1	36651	47	0
GL000197.1	37175	38	0
GL000203.1	37498	15	0
GL000246.1	38154	29	0
GL000249.1	38502	20	0
GL000196.1	38914	21	0
GL000248.1	39786	22	0
GL000244.1	39929	53	0
GL000238.1	39939	28	0
GL000202.1	40103	18	0
GL000234.1	40531	144	0
GL000232.1	40652	110	0
GL000206.1	41001	7	0
GL000240.1	41933	51	0
GL000236.1	41934	30	0
GL000241.1	42152	30	0
GL000243.1	43341	113	0
GL000242.1	43523	41	0
GL000230.1	43691	15	0
GL000237.1	45867	141	0
GL000233.1	45941	16	0
GL000204.1	81310	42	0
GL000198.1	90085	70	0
GL000208.1	92689	43	0
GL000191.1	106433	116	0
GL000227.1	128374	66	0
GL000228.1	129120	1267	0
GL000214.1	137718	358	0
GL000221.1	155397	213	0
GL000209.1	159169	48	0
GL000218.1	161147	296	0
GL000220.1	161802	3713	0
GL000213.1	164239	60	0
GL000211.1	166566	151	0
GL000199.1	169874	394	0
GL000217.1	172149	149	0
GL000216.1	172294	794	0
GL000215.1	172545	63	0
GL000205.1	174588	93	0
GL000219.1	179198	102	0
GL000224.1	179693	274	0
GL000223.1	180455	176	0
GL000195.1	182896	75	0
GL000212.1	186858	137	0
GL000222.1	186861	280	0
GL000200.1	187035	86	0
GL000193.1	189789	238	0
GL000194.1	191469	259	0
GL000225.1	211173	1651	0
GL000192.1	547496	291	0
*	0	0	0
